0,0
1,4
2,8
3,12
4,16
5,16
6,18
7,20
8,22
9,24
10,28
11,32
12,36
13,40
14,44
15,48
16,52
17,56
18,60
19,64
20,68
21,70
22,70
23,72
24,76
25,80
26,84
27,88
28,90
29,94
30,94
31,98
32,98
33,100
34,100
35,104
36,108
37,112
38,116
39,118
40,120
41,122
42,124
43,126
44,130
45,132
46,134
47,136
48,140
49,144
50,148
51,152
52,156
53,160
54,164
55,168
56,172
57,176
58,180
59,184
60,184
61,188
62,192
63,196
64,200
65,204
66,208
67,212
68,216
69,220
70,224
71,228
72,232
73,236
74,240
75,244
76,248
77,252
78,256
79,260
80,264
81,268
82,272
83,276
84,280
85,284
86,288
87,288
88,288
89,288
90,292
91,296
92,300
93,304
94,308
95,312
96,314
97,318
98,322
99,326
100,326
101,328
102,330
103,334
104,338
105,342
106,346
107,350
108,354
109,358
110,362
111,366
112,370
113,374
114,378
115,382
116,384
117,386
118,386
119,390
120,394
121,398
122,402
123,406
124,410
125,414
126,418
127,422
128,426
129,430
130,434
131,438
132,442
133,446
134,450
135,452
136,454
137,458
138,462
139,466
140,470
141,474
142,478
143,482
144,486
145,490
146,494
147,498
148,502
149,506
150,510
151,514
152,518
153,522
154,526
155,530
156,534
157,538
158,542
159,546
160,550
161,554
162,558
163,562
164,566
165,570
166,574
167,578
168,582
169,586
170,590
171,594
172,598
173,602
174,606
175,610
176,614
177,616
178,620
179,624
180,628
181,632
182,636
183,640
184,644
185,648
186,652
187,654
188,656
189,658
190,660
191,662
192,666
193,670
194,674
195,674
196,678
197,682
198,686
199,690
200,694
201,698
202,702
203,706
204,710
205,714
206,718
207,722
208,726
209,730
210,734
211,738
212,742
213,744
214,748
215,752
216,756
217,758
218,762
219,766
220,768
221,772
222,776
223,780
224,784
225,788
226,792
227,794
228,798
229,802
230,806
231,810
232,814
233,818
234,822
235,826
236,830
237,832
238,836
239,836
240,840
241,844
242,846
243,850
244,854
245,858
246,862
247,866
248,870
249,874
250,878
251,882
252,886
253,890
254,894
255,896
256,898
257,898
258,898
259,902
260,906
261,910
262,914
263,918
264,922
265,924
266,928
267,932
268,936
269,940
270,944
271,948
272,952
273,956
274,960
275,964
276,968
277,972
278,976
279,980
280,984
281,988
282,992
283,996
284,1000
285,1004
286,1008
287,1012
288,1016
289,1020
290,1024
291,1028
292,1032
293,1036
294,1040
295,1044
296,1048
297,1052
298,1056
299,1060
300,1064
301,1068
302,1072
303,1076
304,1080
305,1084
306,1088
307,1088
308,1090
309,1094
310,1098
311,1100
312,1104
313,1108
314,1112
315,1112
316,1116
317,1120
318,1124
319,1128
320,1130
321,1130
322,1130
323,1130
324,1134
325,1138
326,1142
327,1146
328,1150
329,1154
330,1158
331,1162
332,1166
333,1170
334,1174
335,1178
336,1180
337,1182
338,1186
339,1190
340,1194
341,1198
342,1202
343,1206
344,1208
345,1212
346,1216
347,1220
348,1224
349,1228
350,1232
351,1236
352,1240
353,1244
354,1248
355,1252
356,1256
357,1260
358,1264
359,1268
360,1268
361,1272
362,1276
363,1280
364,1284
365,1288
366,1292
367,1296
368,1300
369,1304
370,1308
371,1312
372,1316
373,1320
374,1324
375,1328
376,1332
377,1336
378,1340
379,1344
380,1348
381,1352
382,1356
383,1360
384,1364
385,1368
386,1372
387,1376
388,1378
389,1380
390,1382
391,1386
392,1390
393,1394
394,1398
395,1402
396,1406
397,1408
398,1410
399,1414
400,1418
401,1422
402,1426
403,1430
404,1434
405,1438
406,1442
407,1444
408,1446
409,1448
410,1450
411,1454
412,1458
413,1462
414,1466
415,1470
416,1474
417,1478
418,1480
419,1480
420,1484
421,1488
422,1492
423,1496
424,1500
425,1504
426,1508
427,1512
428,1516
429,1520
430,1524
431,1526
432,1530
433,1534
434,1538
435,1542
436,1546
437,1550
438,1554
439,1556
440,1556
441,1558
442,1560
443,1564
444,1568
445,1572
446,1574
447,1578
448,1582
449,1586
450,1590
451,1594
452,1598
453,1602
454,1606
455,1610
456,1614
457,1618
458,1622
459,1626
460,1628
461,1630
462,1634
463,1638
464,1642
465,1646
466,1650
467,1654
468,1658
469,1662
470,1662
471,1664
472,1664
473,1664
474,1664
475,1666
476,1668
477,1672
478,1676
479,1680
480,1684
481,1688
482,1692
483,1696
484,1700
485,1704
486,1708
487,1712
488,1716
489,1720
490,1724
491,1728
492,1732
493,1736
494,1740
495,1744
496,1748
497,1752
498,1756
499,1760
500,1764
501,1768
502,1772
503,1776
504,1780
505,1780
506,1784
507,1788
508,1792
509,1796
510,1800
511,1804
512,1808
513,1812
514,1816
515,1820
516,1824
517,1828
518,1832
519,1836
520,1840
521,1844
522,1848
523,1850
524,1854
525,1858
526,1862
527,1866
528,1868
529,1872
530,1876
531,1880
532,1884
533,1888
534,1890
535,1894
536,1894
537,1898
538,1902
539,1906
540,1910
541,1914
542,1918
