0,-220
100,-680
200,-1220
300,-1796
400,-2280
500,-2856
600,-3372
700,-3776
800,-4216
900,-4732
1000,-5256
1100,-5776
1200,-6276
1300,-6776
1400,-7332
1500,-7832
1600,-8340
1700,-8844
1800,-9328
1900,-9836
2000,-10272
2100,-10700
2200,-11216
2300,-11780
2400,-12300
2500,-12940
2600,-13464
2700,-13976
2800,-14472
2900,-14868
3000,-15396
3100,-15900
3200,-16272
3300,-16796
3400,-17260
3500,-17768
3600,-18208
3700,-18704
3800,-19160
3900,-19700
4000,-20132
4100,-20608
4200,-21048
4300,-21568
4400,-22164
4500,-22624
4600,-23120
4700,-23644
4800,-24072
4900,-24608
5000,-25120
5100,-25636
5200,-26108
5300,-26556
5400,-27064
5500,-27532
5600,-28044
5700,-28524
5800,-28916
5900,-29376
6000,-29764
6100,-30224
6200,-30732
6300,-31252
6400,-31736
6500,-32240
6600,-32720
6700,-33300
6800,-33756
6900,-34220
7000,-34704
7100,-35208
7200,-35736
7300,-36216
7400,-36656
7500,-37204
7600,-37832
7700,-38284
7800,-38780
7900,-39248
8000,-39704
8100,-40148
8200,-40656
8300,-41200
8400,-41684
8500,-42180
8600,-42640
8700,-43188
8800,-43576
8900,-44000
9000,-44572
9100,-45060
9200,-45568
9300,-46020
9400,-46552
9500,-47012
9600,-47476
9700,-48068
9800,-48604
9900,-49136
10000,-49588
10100,-49996
10200,-50444
10300,-50952
10400,-51412
10500,-51880
10600,-52340
10700,-52824
10800,-53376
10900,-53952
11000,-54408
11100,-54832
11200,-55376
11300,-55916
11400,-56504
11500,-56948
11600,-57372
11700,-57816
11800,-58284
11900,-58752
12000,-59252
12100,-59768
12200,-60280
12300,-60760
12400,-61244
12500,-61756
12600,-62204
12700,-62660
12800,-63252
12900,-63752
13000,-64204
13100,-64748
13200,-65240
13300,-65700
13400,-66180
13500,-66672
13600,-67228
13700,-67720
13800,-68148
13900,-68656
14000,-69100
14100,-69588
14200,-70096
14300,-70492
14400,-70900
14500,-71352
14600,-71836
14700,-72324
14800,-72776
14900,-73228
15000,-73908
15100,-74372
15200,-74900
15300,-75400
15400,-75920
15500,-76492
15600,-76896
15700,-77392
15800,-77888
15900,-78368
16000,-78852
16100,-79256
16200,-79764
16300,-80180
16400,-80648
16500,-81232
16600,-81788
16700,-82300
16800,-82824
16900,-83296
17000,-83828
17100,-84304
17200,-84828
17300,-85224
17400,-85656
17500,-86104
17600,-86604
17700,-87052
17800,-87552
17900,-88044
18000,-88592
18100,-89116
18200,-89636
18300,-90128
18400,-90520
18500,-91000
18600,-91428
18700,-92008
18800,-92500
18900,-93096
19000,-93580
19100,-94116
19200,-94624
19300,-95132
19400,-95576
19500,-96088
19600,-96644
19700,-97116
19800,-97616
19900,-98160
20000,-98540
20100,-99016
20200,-99472
20300,-99912
20400,-100496
20500,-101076
20600,-101508
20700,-101972
20800,-102568
20900,-103048
21000,-103520
21100,-104052
21200,-104524
21300,-104968
21400,-105484
21500,-105888
21600,-106332
21700,-106804
21800,-107352
21900,-107904
22000,-108404
22100,-108888
22200,-109380
22300,-109864
22400,-110420
22500,-110928
22600,-111464
22700,-111976
22800,-112392
22900,-112820
23000,-113356
23100,-113816
23200,-114288
23300,-114852
23400,-115332
23500,-115796
23600,-116260
23700,-116720
23800,-117240
23900,-117800
24000,-118424
24100,-118816
24200,-119312
24300,-119824
24400,-120248
24500,-120708
24600,-121124
24700,-121640
24800,-122156
24900,-122780
25000,-123248
25100,-123684
25200,-124216
25300,-124672
25400,-125104
25500,-125532
25600,-126080
25700,-126656
25800,-127188
25900,-127572
26000,-128032
26100,-128596
26200,-129156
26300,-129628
26400,-130112
26500,-130528
26600,-130964
26700,-131516
26800,-132036
26900,-132504
27000,-133028
27100,-133640
27200,-134176
27300,-134764
27400,-135320
27500,-135868
27600,-136444
27700,-136936
27800,-137512
27900,-137988
28000,-138488
28100,-138920
28200,-139552
28300,-140020
28400,-140496
28500,-140912
28600,-141360
28700,-141848
28800,-142288
28900,-142696
29000,-143124
29100,-143580
29200,-144040
29300,-144488
29400,-145024
29500,-145516
29600,-146028
29700,-146604
29800,-147132
29900,-147528
30000,-148004
30100,-148500
30200,-149028
30300,-149536
30400,-149956
30500,-150436
30600,-150812
30700,-151336
30800,-151912
30900,-152424
31000,-152804
31100,-153272
31200,-153796
31300,-154320
31400,-154796
31500,-155352
31600,-155820
31700,-156408
31800,-156864
31900,-157408
32000,-157888
32100,-158440
32200,-159068
32300,-159608
32400,-160092
32500,-160564
32600,-161036
32700,-161532
32800,-162104
32900,-162688
33000,-163124
33100,-163620
33200,-164116
33300,-164608
33400,-165144
33500,-165652
33600,-166156
33700,-166652
33800,-167168
33900,-167652
34000,-168128
34100,-168572
34200,-168984
34300,-169516
34400,-170116
34500,-170680
34600,-171152
34700,-171656
34800,-172064
34900,-172552
35000,-173044
35100,-173516
35200,-173924
35300,-174404
35400,-174912
35500,-175460
35600,-175904
35700,-176376
35800,-176852
35900,-177384
36000,-177836
36100,-178292
36200,-178788
36300,-179236
36400,-179704
36500,-180256
36600,-180776
36700,-181232
36800,-181720
36900,-182200
37000,-182796
37100,-183180
37200,-183680
37300,-184132
37400,-184656
37500,-185244
37600,-185864
37700,-186360
37800,-186792
37900,-187288
38000,-187868
38100,-188488
38200,-188984
38300,-189412
38400,-189976
38500,-190428
38600,-190900
38700,-191444
38800,-191992
38900,-192448
39000,-192908
39100,-193420
39200,-193900
39300,-194440
39400,-194972
39500,-195432
39600,-195896
39700,-196424
39800,-196876
39900,-197348
40000,-197724
40100,-198264
40200,-198832
40300,-199304
40400,-199744
40500,-200332
40600,-200752
40700,-201268
40800,-201708
40900,-202268
41000,-202756
41100,-203172
41200,-203728
41300,-204236
41400,-204648
41500,-205228
41600,-205816
41700,-206308
41800,-206728
41900,-207168
42000,-207664
42100,-208284
42200,-208844
42300,-209228
42400,-209768
42500,-210276
42600,-210728
42700,-211276
42800,-211756
42900,-212336
43000,-212844
43100,-213336
43200,-213852
43300,-214336
43400,-214772
43500,-215264
43600,-215724
43700,-216156
43800,-216684
43900,-217088
44000,-217488
44100,-217936
44200,-218448
44300,-219012
44400,-219496
44500,-219996
44600,-220548
44700,-221120
44800,-221648
44900,-222136
45000,-222544
45100,-223020
45200,-223484
45300,-223944
45400,-224512
45500,-225024
